"","long","lat","group","region","subregion","X","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","Citizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment"
"218",-93.8046493530273,41.5107917785645,779,"iowa","dallas",25,74892,36706,38186,6.2,87.1,1.1,0.1,3.4,0.1,50730,76320,2150,37669,1200,6.5,6.6,47.5,11.7,25.8,5.8,9.2,86.7,6.6,0.2,1.5,0.8,4.3,20.9,40388,83.7,11.3,4.8,0.2,2.6
"219",-93.86767578125,41.5107917785645,779,"iowa","dallas",25,74892,36706,38186,6.2,87.1,1.1,0.1,3.4,0.1,50730,76320,2150,37669,1200,6.5,6.6,47.5,11.7,25.8,5.8,9.2,86.7,6.6,0.2,1.5,0.8,4.3,20.9,40388,83.7,11.3,4.8,0.2,2.6
"220",-93.9937210083008,41.5050621032715,779,"iowa","dallas",25,74892,36706,38186,6.2,87.1,1.1,0.1,3.4,0.1,50730,76320,2150,37669,1200,6.5,6.6,47.5,11.7,25.8,5.8,9.2,86.7,6.6,0.2,1.5,0.8,4.3,20.9,40388,83.7,11.3,4.8,0.2,2.6
"221",-94.2458267211914,41.5050621032715,779,"iowa","dallas",25,74892,36706,38186,6.2,87.1,1.1,0.1,3.4,0.1,50730,76320,2150,37669,1200,6.5,6.6,47.5,11.7,25.8,5.8,9.2,86.7,6.6,0.2,1.5,0.8,4.3,20.9,40388,83.7,11.3,4.8,0.2,2.6
"222",-94.2458267211914,41.602466583252,779,"iowa","dallas",25,74892,36706,38186,6.2,87.1,1.1,0.1,3.4,0.1,50730,76320,2150,37669,1200,6.5,6.6,47.5,11.7,25.8,5.8,9.2,86.7,6.6,0.2,1.5,0.8,4.3,20.9,40388,83.7,11.3,4.8,0.2,2.6
"223",-94.2859344482422,41.602466583252,779,"iowa","dallas",25,74892,36706,38186,6.2,87.1,1.1,0.1,3.4,0.1,50730,76320,2150,37669,1200,6.5,6.6,47.5,11.7,25.8,5.8,9.2,86.7,6.6,0.2,1.5,0.8,4.3,20.9,40388,83.7,11.3,4.8,0.2,2.6
"224",-94.2916641235352,41.8660278320312,779,"iowa","dallas",25,74892,36706,38186,6.2,87.1,1.1,0.1,3.4,0.1,50730,76320,2150,37669,1200,6.5,6.6,47.5,11.7,25.8,5.8,9.2,86.7,6.6,0.2,1.5,0.8,4.3,20.9,40388,83.7,11.3,4.8,0.2,2.6
"225",-94.1713409423828,41.8660278320312,779,"iowa","dallas",25,74892,36706,38186,6.2,87.1,1.1,0.1,3.4,0.1,50730,76320,2150,37669,1200,6.5,6.6,47.5,11.7,25.8,5.8,9.2,86.7,6.6,0.2,1.5,0.8,4.3,20.9,40388,83.7,11.3,4.8,0.2,2.6
"226",-92.1717224121094,40.6169776916504,780,"iowa","davis",26,8742,4295,4447,1.2,97.3,0.2,0,0.3,0,6198,48888,2904,23867,2295,19.3,30.4,28.3,12.1,23.2,15.2,21.2,67.2,15,0.1,5.3,5.8,6.6,22.7,3821,74.4,11.3,13.5,0.8,4.2
"227",-92.3436126708984,40.6112480163574,780,"iowa","davis",26,8742,4295,4447,1.2,97.3,0.2,0,0.3,0,6198,48888,2904,23867,2295,19.3,30.4,28.3,12.1,23.2,15.2,21.2,67.2,15,0.1,5.3,5.8,6.6,22.7,3821,74.4,11.3,13.5,0.8,4.2
"228",-92.6300888061523,40.6055183410645,780,"iowa","davis",26,8742,4295,4447,1.2,97.3,0.2,0,0.3,0,6198,48888,2904,23867,2295,19.3,30.4,28.3,12.1,23.2,15.2,21.2,67.2,15,0.1,5.3,5.8,6.6,22.7,3821,74.4,11.3,13.5,0.8,4.2
"229",-92.6300888061523,40.9034576416016,780,"iowa","davis",26,8742,4295,4447,1.2,97.3,0.2,0,0.3,0,6198,48888,2904,23867,2295,19.3,30.4,28.3,12.1,23.2,15.2,21.2,67.2,15,0.1,5.3,5.8,6.6,22.7,3821,74.4,11.3,13.5,0.8,4.2
"230",-92.1717224121094,40.9034576416016,780,"iowa","davis",26,8742,4295,4447,1.2,97.3,0.2,0,0.3,0,6198,48888,2904,23867,2295,19.3,30.4,28.3,12.1,23.2,15.2,21.2,67.2,15,0.1,5.3,5.8,6.6,22.7,3821,74.4,11.3,13.5,0.8,4.2
"231",-92.1717224121094,40.6169776916504,780,"iowa","davis",26,8742,4295,4447,1.2,97.3,0.2,0,0.3,0,6198,48888,2904,23867,2295,19.3,30.4,28.3,12.1,23.2,15.2,21.2,67.2,15,0.1,5.3,5.8,6.6,22.7,3821,74.4,11.3,13.5,0.8,4.2
"232",-93.5640106201172,40.9034576416016,781,"iowa","decatur",27,8249,4115,4134,2.7,93.1,1.7,0.5,0.7,0.2,6364,38560,2684,19493,879,20.6,26.4,32.8,22.9,17.7,11.8,14.9,68.9,11.9,0.1,9.3,3,6.8,19.9,3660,74.9,14.5,9.7,0.9,7.5
"233",-93.5697402954102,40.5997886657715,781,"iowa","decatur",27,8249,4115,4134,2.7,93.1,1.7,0.5,0.7,0.2,6364,38560,2684,19493,879,20.6,26.4,32.8,22.9,17.7,11.8,14.9,68.9,11.9,0.1,9.3,3,6.8,19.9,3660,74.9,14.5,9.7,0.9,7.5
"234",-93.7760009765625,40.5997886657715,781,"iowa","decatur",27,8249,4115,4134,2.7,93.1,1.7,0.5,0.7,0.2,6364,38560,2684,19493,879,20.6,26.4,32.8,22.9,17.7,11.8,14.9,68.9,11.9,0.1,9.3,3,6.8,19.9,3660,74.9,14.5,9.7,0.9,7.5
"235",-94.0166473388672,40.5997886657715,781,"iowa","decatur",27,8249,4115,4134,2.7,93.1,1.7,0.5,0.7,0.2,6364,38560,2684,19493,879,20.6,26.4,32.8,22.9,17.7,11.8,14.9,68.9,11.9,0.1,9.3,3,6.8,19.9,3660,74.9,14.5,9.7,0.9,7.5
"236",-94.0166473388672,40.9034576416016,781,"iowa","decatur",27,8249,4115,4134,2.7,93.1,1.7,0.5,0.7,0.2,6364,38560,2684,19493,879,20.6,26.4,32.8,22.9,17.7,11.8,14.9,68.9,11.9,0.1,9.3,3,6.8,19.9,3660,74.9,14.5,9.7,0.9,7.5
"237",-93.5640106201172,40.9034576416016,781,"iowa","decatur",27,8249,4115,4134,2.7,93.1,1.7,0.5,0.7,0.2,6364,38560,2684,19493,879,20.6,26.4,32.8,22.9,17.7,11.8,14.9,68.9,11.9,0.1,9.3,3,6.8,19.9,3660,74.9,14.5,9.7,0.9,7.5
"238",-91.598762512207,42.6452484130859,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"239",-91.1232070922852,42.6452484130859,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"240",-91.1232070922852,42.4905471801758,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"241",-91.1174774169922,42.4848213195801,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"242",-91.1174774169922,42.3014755249023,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"243",-91.3523941040039,42.3014755249023,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"244",-91.5873031616211,42.3014755249023,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"245",-91.5815734863281,42.4848213195801,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"246",-91.598762512207,42.4848213195801,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"247",-91.598762512207,42.6452484130859,782,"iowa","delaware",28,17507,8731,8776,1.1,97.4,0.2,0,0.3,0,13138,58274,2430,27563,1371,10,14.2,28.7,14.3,20.8,11.5,24.7,82.5,5.4,0.1,2.6,0.5,8.8,22,9442,78.3,9.4,11.6,0.7,3.6
"248",-90.9513168334961,41.0810737609863,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"249",-90.9455871582031,41.0696144104004,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"250",-90.9513168334961,40.966480255127,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"251",-90.9742431640625,40.9321060180664,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"252",-91.0429916381836,40.8748092651367,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"253",-91.0888290405273,40.8232421875,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"254",-91.1002883911133,40.7544898986816,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"255",-91.1117477416992,40.7086524963379,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"256",-91.1403961181641,40.7258415222168,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"257",-91.15185546875,40.7315711975098,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"258",-91.1633148193359,40.7315711975098,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"259",-91.1862335205078,40.7315711975098,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"260",-91.2148818969727,40.7373008728027,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"261",-91.23779296875,40.7602157592773,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"262",-91.2664489746094,40.7602157592773,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"263",-91.3008270263672,40.7774085998535,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"264",-91.3065567016602,40.7945976257324,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"265",-91.335205078125,40.8060531616211,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"266",-91.3581161499023,40.8175163269043,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"267",-91.3523941040039,41.0868034362793,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"268",-90.9513168334961,41.0810737609863,783,"iowa","des moines",29,40208,19611,20597,2.9,88.4,5.4,0.1,0.6,0,30621,44423,1418,24614,890,15.2,22.3,28.1,19.3,23.4,9.3,19.9,82.5,9.5,0.3,3.3,1.7,2.7,16.1,18798,81.7,12.2,6,0.1,6.3
"269",-95.3917388916016,43.2640419006348,784,"iowa","dickinson",30,16967,8490,8477,1.6,96.7,0.3,0.1,0.2,0.2,13622,57265,2366,34218,1675,6.6,6.1,34.3,15.3,21.8,11.1,17.5,79.8,8.6,0.5,2.6,1.9,6.6,16,8899,79.3,9.6,10.9,0.2,3.8
"270",-95.3917388916016,43.5046844482422,784,"iowa","dickinson",30,16967,8490,8477,1.6,96.7,0.3,0.1,0.2,0.2,13622,57265,2366,34218,1675,6.6,6.1,34.3,15.3,21.8,11.1,17.5,79.8,8.6,0.5,2.6,1.9,6.6,16,8899,79.3,9.6,10.9,0.2,3.8
"271",-94.9161911010742,43.5046844482422,784,"iowa","dickinson",30,16967,8490,8477,1.6,96.7,0.3,0.1,0.2,0.2,13622,57265,2366,34218,1675,6.6,6.1,34.3,15.3,21.8,11.1,17.5,79.8,8.6,0.5,2.6,1.9,6.6,16,8899,79.3,9.6,10.9,0.2,3.8
"272",-94.9219207763672,43.2640419006348,784,"iowa","dickinson",30,16967,8490,8477,1.6,96.7,0.3,0.1,0.2,0.2,13622,57265,2366,34218,1675,6.6,6.1,34.3,15.3,21.8,11.1,17.5,79.8,8.6,0.5,2.6,1.9,6.6,16,8899,79.3,9.6,10.9,0.2,3.8
"273",-95.3917388916016,43.2640419006348,784,"iowa","dickinson",30,16967,8490,8477,1.6,96.7,0.3,0.1,0.2,0.2,13622,57265,2366,34218,1675,6.6,6.1,34.3,15.3,21.8,11.1,17.5,79.8,8.6,0.5,2.6,1.9,6.6,16,8899,79.3,9.6,10.9,0.2,3.8
"274",-90.8768310546875,42.6796264648438,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"275",-90.8195419311523,42.6681671142578,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"276",-90.7507858276367,42.6452484130859,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"277",-90.69921875,42.6108741760254,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"278",-90.6648406982422,42.5707626342773,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"279",-90.6591110229492,42.5421180725098,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"280",-90.6419219970703,42.507740020752,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"281",-90.6476516723633,42.507740020752,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"282",-90.6419219970703,42.4733619689941,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"283",-90.4814987182617,42.3874168395996,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"284",-90.6304626464844,42.3931465148926,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"285",-90.6419219970703,42.3014755249023,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"286",-90.8711013793945,42.3014755249023,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"287",-91.1174774169922,42.3014755249023,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"288",-91.1174774169922,42.4848213195801,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"289",-91.1232070922852,42.4905471801758,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"290",-91.1232070922852,42.6452484130859,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"291",-90.888298034668,42.6452484130859,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"292",-90.8711013793945,42.6567077636719,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"293",-90.8768310546875,42.6796264648438,785,"iowa","dubuque",31,95906,47401,48505,2.2,92.1,1.9,0.1,1.3,0.3,72617,54605,1219,27096,606,12.2,15.8,33.7,17.6,25,7.9,15.7,82.1,7.7,1,3.8,0.9,4.4,16.9,50102,84.7,10,5.2,0.2,4.3
"294",-94.8646240234375,43.5046844482422,786,"iowa","emmet",32,9917,4887,5030,9,88.5,1.4,0.4,0.2,0,7485,47795,3758,27707,2295,13.6,17.8,27.8,16.3,20.7,12.3,22.9,79.6,8.8,0.4,5,0.9,5.2,16.1,4955,80.2,11.3,8.3,0.2,4.6
"295",-94.4520874023438,43.5046844482422,786,"iowa","emmet",32,9917,4887,5030,9,88.5,1.4,0.4,0.2,0,7485,47795,3758,27707,2295,13.6,17.8,27.8,16.3,20.7,12.3,22.9,79.6,8.8,0.4,5,0.9,5.2,16.1,4955,80.2,11.3,8.3,0.2,4.6
"296",-94.4520874023438,43.2640419006348,786,"iowa","emmet",32,9917,4887,5030,9,88.5,1.4,0.4,0.2,0,7485,47795,3758,27707,2295,13.6,17.8,27.8,16.3,20.7,12.3,22.9,79.6,8.8,0.4,5,0.9,5.2,16.1,4955,80.2,11.3,8.3,0.2,4.6
"297",-94.9219207763672,43.2640419006348,786,"iowa","emmet",32,9917,4887,5030,9,88.5,1.4,0.4,0.2,0,7485,47795,3758,27707,2295,13.6,17.8,27.8,16.3,20.7,12.3,22.9,79.6,8.8,0.4,5,0.9,5.2,16.1,4955,80.2,11.3,8.3,0.2,4.6
"298",-94.9161911010742,43.5046844482422,786,"iowa","emmet",32,9917,4887,5030,9,88.5,1.4,0.4,0.2,0,7485,47795,3758,27707,2295,13.6,17.8,27.8,16.3,20.7,12.3,22.9,79.6,8.8,0.4,5,0.9,5.2,16.1,4955,80.2,11.3,8.3,0.2,4.6
"299",-94.8646240234375,43.5046844482422,786,"iowa","emmet",32,9917,4887,5030,9,88.5,1.4,0.4,0.2,0,7485,47795,3758,27707,2295,13.6,17.8,27.8,16.3,20.7,12.3,22.9,79.6,8.8,0.4,5,0.9,5.2,16.1,4955,80.2,11.3,8.3,0.2,4.6
"300",-91.598762512207,43.08642578125,787,"iowa","fayette",33,20589,10338,10251,2.2,94.6,1.1,0.2,0.8,0,16011,44928,2331,24513,863,12.9,17,31.4,19.4,17.9,12.3,18.9,76.1,8.4,0.3,5.7,1,8.4,20,10050,79,10.6,10.2,0.2,5.1
"301",-91.598762512207,42.6452484130859,787,"iowa","fayette",33,20589,10338,10251,2.2,94.6,1.1,0.2,0.8,0,16011,44928,2331,24513,863,12.9,17,31.4,19.4,17.9,12.3,18.9,76.1,8.4,0.3,5.7,1,8.4,20,10050,79,10.6,10.2,0.2,5.1
"302",-92.0800476074219,42.6452484130859,787,"iowa","fayette",33,20589,10338,10251,2.2,94.6,1.1,0.2,0.8,0,16011,44928,2331,24513,863,12.9,17,31.4,19.4,17.9,12.3,18.9,76.1,8.4,0.3,5.7,1,8.4,20,10050,79,10.6,10.2,0.2,5.1
"303",-92.0800476074219,42.9088096618652,787,"iowa","fayette",33,20589,10338,10251,2.2,94.6,1.1,0.2,0.8,0,16011,44928,2331,24513,863,12.9,17,31.4,19.4,17.9,12.3,18.9,76.1,8.4,0.3,5.7,1,8.4,20,10050,79,10.6,10.2,0.2,5.1
"304",-92.0743179321289,43.08642578125,787,"iowa","fayette",33,20589,10338,10251,2.2,94.6,1.1,0.2,0.8,0,16011,44928,2331,24513,863,12.9,17,31.4,19.4,17.9,12.3,18.9,76.1,8.4,0.3,5.7,1,8.4,20,10050,79,10.6,10.2,0.2,5.1
"305",-91.598762512207,43.08642578125,787,"iowa","fayette",33,20589,10338,10251,2.2,94.6,1.1,0.2,0.8,0,16011,44928,2331,24513,863,12.9,17,31.4,19.4,17.9,12.3,18.9,76.1,8.4,0.3,5.7,1,8.4,20,10050,79,10.6,10.2,0.2,5.1
"306",-93.0254287719727,42.9088096618652,788,"iowa","floyd",34,16050,7958,8092,2.2,93.6,2,0,0.5,0,12201,44797,3209,25918,1761,12.4,18.2,32.3,14.8,22.5,11.4,19,78.7,9.3,0.7,3.6,2.2,5.5,20.7,7998,80.3,10.9,8.1,0.7,3.5
